Account	the	and	for	you	this	with	your	that	are	from	our	all	now	new	amp	out	more	can	get	have	what	one	here	her	has	their	world	was	will	about	but	time	his	just	they	see	who	how	best	she	today	day	love	first	like	year	these	when	not	some	only	after	make	season	tonight	team	via	there	back	thank	don	know	into	watch	off	happy	years	its	home	them	most	been	over	recipe	holiday	two	good	live	check	family	great	tickets	week	last	help	streaming	take	right	than	life	black	theaters	learn	game	let	join	find	special	people	stream	next	night	around	big	tour	ever	favorite	through	way	meet	which	full	november	got	christmas	want	look	oreo	every	amazing	very	ready	women	need	had	other	final	disney	old	image	episode	show	bub	also	well	studios	never	traworlds	win	pts	miss	thanksgiving	earth	marvel	dog	experience	down	made	where	ocean	fallontonight	moon	many	little	long	top	animals	why	everyone	thanks	going	always	gbbo	strangeworld	tomorrow	pet	would	before	celebrate	friday	looking	mission	him	city	man	come	read	perfect	panther	work	much	being	may	were	say	nfl	could	usa	free	any	story	visit	follow	space	hubble	movie	wakandaforever	house	star	food	better	cup	even	men	double	book	support	history	cat	december	friends	did	fun	shows	too	light	weekend	national	together	things	part	please	available	video	think	event	playing	news	series	cookies	while	animal	coming	said	baby	still	because	friend	zoo	halloween	making	during	wednesday	spacecraft	pop	cookie	another	dogs	virginia	state	play	travel	nasa	birthday	give	disneyplus	artemis	hope	stars	second	gymnastics	trampoline	share	sale	blackadam	should	excited	proud	water	young	sea	enjoy	days	art	ast	oct	reb	climate	trip	set	place	netflix	gift	million	hours	vsp	catch	three	red	between	latest	again	below	wait	same	month	galaxy	care	getting	change	something	against	sweet	monday	wildlife	incredible	pets	saturday	october	stay	explore	sunday	round	tarts	south	photo	guys	journey	country	list	hear	says	own	four	sure	past	youthsports	petfinder	american	along	those	keep	small	really	music	app	lead	stories	york	link	forever	watching	nba	stop	each	then	medal	tribe	everything	premieres	near	system	away	dinner	doing	lecheminduroi	gotribe	across	moments	view	tune	fans	congrats	twitter	episodes	grumpy	moment	treat	premiere	fox	comes	solar	left	data	without	party	different	tell	until	beautiful	won	does	since	chance	adventure	thing	gold	bake	tumbling	behind	students	future	high	planet	hot	needs	soon	download	nov	album	hotel	bransoncognac	wonderreturns	finals	america	adorable	cubs	wild	lot	makes	welcome	views	call	loves	original	gets	bring	seen	record	president	must	start	recipes	fall	starts	green	cruise	champion	hard	film	use	community	others	move	takes	close	head	title	summer	cast	kids	holidays	glg	both	cheetah	park	lights	few	gas	boo	texas	keepers	song	adopt	sofia	lol	brown	wants	mini	found	including	end	listen	try	match	easy	cbs	known	winter	white	service	click	impact	tweet	ice	launch	might	cream	score	games	cake	mom	images	scientists	school	camp	starting	details	tuesday	football	lil	real	save	looks	called	police	group	ahead	eyes	taking
BuzzFeedFood	11	7	10	7	1	7	7	3	1	1	0	2	0	1	1	0	0	3	1	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	6	6	0	0	0	1	0	1	0	0	2	0	0	0	1	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	23	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	3	0	0	4	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GuyFieri	48	19	15	23	11	4	1	2	4	1	3	5	5	6	3	7	2	6	5	3	6	11	0	0	2	0	1	0	1	0	4	6	1	4	2	2	7	1	3	0	2	2	3	4	5	0	2	0	4	1	1	0	2	1	17	2	0	2	3	0	2	2	1	2	2	9	1	0	1	0	3	3	0	1	0	0	4	0	2	1	1	0	0	1	0	5	0	0	0	2	2	0	0	2	1	1	2	1	3	2	1	4	1	7	0	2	3	0	2	1	0	0	0	5	0	2	2	0	0	3	1	4	0	0	0	0	0	0	0	0	3	4	0	0	0	0	1	0	2	0	4	2	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	5	3	2	3	0	0	1	0	0	0	2	2	0	0	0	0	4	0	0	0	0	1	0	0	0	1	3	0	1	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	3	0	1	0	0	0	0	0	0	3	0	0	0	1	0	0	6	0	0	0	1	1	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	2	0	0	0	0	1	1	3	0	1	0	0	0	0	1	2
Allrecipes	55	29	28	17	21	14	37	6	3	3	1	5	2	2	1	5	2	5	7	6	2	7	3	0	4	1	0	5	3	1	6	8	0	3	4	1	1	0	1	0	32	1	1	0	4	0	5	1	3	1	1	1	7	0	2	0	0	0	2	1	1	0	5	0	0	1	0	0	1	2	2	4	1	52	5	2	1	0	0	3	3	0	1	0	2	0	1	0	2	0	0	0	0	1	0	0	1	1	1	0	2	0	0	2	0	2	1	1	3	0	0	0	0	0	4	1	0	0	2	3	1	3	0	3	3	1	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	1	3	0	4	0	1	1	0	0	7	0	0	0	0	2	7	0	0	1	0	0	0	0	1	0	4	0	1	0	0	4	0	2	0	1	0	0	2	0	0	1	0	0	0	0	1	0	0	1	0	3	0	2	0	0	0	0	1	0	1	1	0	4	0	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	9	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	3	0	0	1	2	0	0	0	0	0	0	1	5	0	0	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
bonappetit	42	22	23	15	21	11	15	12	9	3	3	5	5	5	0	8	5	2	5	3	7	5	5	0	1	0	0	2	5	1	3	1	0	1	0	1	2	3	6	0	0	0	2	0	6	5	5	2	1	0	1	2	5	4	1	0	0	2	1	0	1	1	2	0	2	0	1	2	0	1	3	0	1	4	5	1	4	0	0	0	1	0	4	0	1	0	0	3	4	1	2	0	0	0	1	2	4	0	0	0	0	0	0	1	0	0	4	0	1	0	0	1	1	3	2	1	2	0	3	0	1	2	0	1	0	0	0	0	1	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	0	0	2	3	0	1	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	0	4	1	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	3	0	0	0	0	0	1	0	0	2	2	0	0	0	0	1	2	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0
RobertIrvine	43	59	30	72	10	13	16	6	12	1	12	22	4	7	5	5	1	9	0	18	6	4	8	2	1	1	1	5	8	3	6	3	0	7	5	6	8	2	0	1	5	10	9	1	1	1	0	3	5	2	1	1	2	1	0	5	0	3	2	10	2	3	2	1	0	11	0	0	3	1	1	2	2	4	0	0	2	1	0	9	14	0	2	0	1	0	0	0	0	7	0	0	0	0	2	0	0	3	1	0	3	0	2	0	0	1	0	2	4	0	1	1	0	1	0	0	1	0	2	12	4	0	0	5	3	0	0	0	0	0	0	1	0	6	15	0	1	0	1	0	0	14	0	0	0	0	0	2	0	0	0	0	2	2	2	0	0	2	1	24	0	6	0	0	1	0	0	1	0	1	1	0	0	0	2	2	0	0	0	2	1	0	0	2	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	5	2	0	1	0	0	1	4	0	0	2	3	1	1	0	0	0	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	0	1	0	0	1	3	6	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	10	0	0	0	0	0	0	0	0	0	0	1	3	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	0	2	0	0	0	0	1	2	1	15	0	0	3	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	1	0	0	0	1	0	0	3	1	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	1	3	1	0	1	0	1	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	3
wbd	65	49	19	10	11	19	8	4	13	4	6	5	13	14	1	3	6	3	6	4	3	1	2	2	7	5	2	0	6	1	3	5	4	5	6	0	3	1	1	1	2	6	1	2	4	2	0	1	1	0	0	1	1	14	15	1	0	1	4	2	4	1	5	4	1	4	0	2	1	0	5	3	2	0	2	0	0	1	1	6	1	0	6	0	3	11	0	0	1	1	0	1	0	0	3	6	0	2	1	1	0	1	1	0	0	1	2	2	0	2	1	0	0	2	0	0	3	0	2	0	0	2	0	1	0	1	1	0	0	0	2	0	0	2	1	1	2	0	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	3	0	0	3	0	0	0	0	2	0	1	0	0	0	1	0	0	2	2	1	1	1	0	1	0	4	1	2	0	0	0	0	0	0	1	1	1	0	3	0	2	0	2	1	1	0	0	0	0	0	1	0	0	0	1	1	4	0	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	4	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	6	1	0	1	0	0	0	2	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0
andrewzimmern	98	73	22	25	47	35	13	20	9	8	7	8	4	1	10	5	8	9	28	3	8	10	40	0	3	7	3	1	5	1	6	2	2	5	2	0	5	5	17	0	6	4	10	2	7	5	7	3	7	4	0	4	14	2	0	1	0	1	3	3	4	2	0	2	1	4	2	2	1	5	3	3	3	49	7	0	4	0	1	7	5	0	0	2	10	0	1	1	6	3	1	0	0	7	1	2	1	1	2	0	1	1	1	1	1	5	3	2	3	0	2	1	0	1	1	2	2	0	4	1	0	0	0	4	3	1	0	0	1	0	0	1	0	0	2	0	0	0	2	0	0	9	0	0	0	1	0	3	1	0	0	0	2	2	0	2	0	1	5	0	0	0	0	0	0	1	4	1	1	2	2	0	0	1	1	1	0	6	0	2	3	0	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	4	0	16	6	1	3	0	1	0	0	0	0	0	3	1	0	0	5	1	0	0	3	0	0	4	4	1	1	0	1	1	1	0	1	0	1	0	0	0	2	3	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	1	3	0	0	1	0	0	0	0	1	2	0	3	0	1	0	0	0	0	0	0	0	0	0	1	0	2	2	0	1	0	0	0	1	1	8	0	0	0	0	0	2	0	0	0	1	1	1	0	2	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	2	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0	2	3	1	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	2	0	0	3	0	2	1	0	2	0	0	1	0	1	0	0	0	0	6	1	1	0	0	0	0	0	4	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	2	9	0	0	1	0	0	0	0	1	0	0	0	2	0	0	3	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	1
TheTedAllen	59	34	22	17	20	13	7	15	5	10	4	4	3	5	6	8	2	2	3	5	5	11	4	1	1	1	0	10	3	6	5	1	2	5	3	2	3	2	0	2	7	4	6	4	3	0	1	2	9	1	5	2	1	0	1	0	0	2	1	4	3	3	1	0	1	0	0	1	1	0	2	1	2	0	1	0	5	2	2	0	12	0	1	2	1	0	0	2	2	0	0	0	0	1	3	0	0	0	6	0	0	2	1	4	0	3	3	0	4	0	4	0	0	2	4	2	4	0	1	2	2	0	0	0	2	1	0	0	0	0	1	2	0	3	2	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	3	1	0	0	3	0	6	0	2	0	0	0	0	3	3	0	0	1	0	2	1	1	0	3	1	0	0	4	0	0	2	1	0	2	0	0	1	1	1	0	1	0	1	0	3	0	3	1	0	1	0	0	1	0	0	0	0	2	2	4	0	0	1	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	3	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	1	1	0	4	0	0	0	0	1	2	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	2	2	0	1	1	1	0	0	0	0	1	0	0	3	1	0	0	1	0	0	2	0	0	1	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1
EatFellowHumans	35	32	12	11	7	14	4	12	7	1	2	7	4	4	0	2	4	2	4	6	4	6	0	4	4	1	1	4	2	1	8	4	2	8	0	1	5	0	0	2	0	3	2	3	5	0	0	2	2	3	0	0	3	0	0	2	0	5	1	0	5	3	0	0	3	3	0	0	0	2	0	1	2	0	0	0	5	0	0	0	1	0	1	0	1	0	1	1	2	2	0	0	0	1	5	0	1	1	1	0	2	0	0	0	0	1	1	0	0	0	1	0	0	4	0	1	0	0	1	0	2	0	0	1	1	2	0	0	0	0	0	0	0	2	1	0	1	0	2	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	2	0	0	0	3	2	0	1	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	2	0	0	0	2	0	3	0	1	2	0	0	0	2	0	0	1	0	0	2	1	0	2	0	0	1	0	0	0	0	1	0	1	0	3	0	0	0	0	1	0	0	0	0	2	0	0	2	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	2	0
TLC	47	62	13	7	3	7	0	3	9	2	0	8	13	35	0	7	3	5	6	3	2	2	1	25	4	13	0	0	1	8	11	1	4	0	5	4	3	2	0	13	1	4	4	7	3	2	1	3	2	3	1	0	1	8	15	0	0	1	2	0	10	0	1	7	0	1	0	0	3	3	1	1	1	0	2	0	3	1	0	7	1	0	1	3	1	21	0	1	1	3	0	0	2	1	1	0	3	0	1	2	0	3	0	0	0	1	1	3	3	2	0	2	0	1	0	5	2	0	0	0	1	1	0	0	0	1	0	0	0	0	23	1	0	0	0	0	0	0	0	0	11	0	0	0	0	1	3	0	1	0	0	0	0	1	0	0	0	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	2	1	1	2	0	1	2	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	3	0	0	1	0	0	0	0	3	0	0	1	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	3	1	1	0	0	0	0	0	0	1	1	0	0	0	13	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	5	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	1	0	1	0	2	0	0	0	0	0	1	0	1
OurOcean	117	71	50	39	25	17	27	34	24	12	50	10	23	1	13	4	13	15	1	23	1	9	11	0	6	5	5	0	7	6	5	7	0	9	3	1	1	8	2	0	11	7	1	5	1	7	2	1	5	1	1	0	8	0	0	1	0	6	3	2	10	4	0	3	2	2	1	8	2	2	5	2	3	0	0	0	0	3	1	0	2	0	3	3	5	0	7	5	7	3	0	0	6	0	3	14	1	2	0	0	1	0	7	0	0	2	0	2	0	0	1	3	1	2	0	1	0	0	6	1	3	1	0	8	0	2	2	0	0	0	0	0	0	3	1	0	0	0	0	0	3	1	0	0	0	0	3	0	2	53	0	0	1	2	0	0	0	2	0	1	2	2	0	0	1	0	1	2	3	1	0	0	0	0	0	1	2	0	0	4	4	0	1	0	1	0	1	0	1	2	0	0	1	0	0	0	0	1	0	1	4	0	3	0	0	0	4	0	0	0	5	2	0	0	1	0	2	2	3	0	5	0	0	0	1	4	0	0	0	0	0	0	0	1	1	3	2	1	0	1	2	2	0	0	0	0	1	0	0	0	0	0	0	6	9	0	0	1	0	0	0	0	1	0	0	0	4	0	1	0	6	0	1	0	0	0	0	28	0	0	2	0	0	3	3	0	2	0	0	1	1	1	2	3	1	1	0	0	1	14	2	1	0	0	0	1	0	2	1	1	1	1	0	0	1	0	0	0	0	3	4	0	5	0	3	1	0	0	0	1	3	4	1	0	0	2	0	0	0	0	0	1	0	3	3	0	0	0	1	0	1	0	5	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	2	0	2	0	4	4	0	2	5	0	2	1	1	6	0	3	0	0	0	0	0	3	0	3	0	2	1	1	1	0	0	0	0	0	1	1	0	0	1	2	0	0	2	1	0	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	4	6	0	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	2	1	0	1	0	1	0	0	10	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	1	0	0	2	2	1	0	0	0	0	0	1
the1975	92	20	24	6	0	4	1	1	1	4	0	1	9	5	4	3	0	0	0	0	0	2	1	0	0	24	0	0	2	3	0	1	0	0	0	0	0	0	24	0	2	0	3	0	0	2	0	1	0	0	0	0	0	0	17	0	0	0	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	20	0	14	0	0	0	24	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	4	0	0	3	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
